文献号	是否转让	说明书页数	附图个数	文献引证数	专利引证数	引证本国专利数	引证外国专利数	专利类别	保护期	分类数	IPC大类数	IPC小类数	同族专利数	同族布局国家（地区）数	是否为PCT国际专利申请	是否为五国专利/四方专利	专利国别代码	申请日公开日时间间隔（年）	申请日授权日时间间隔	公开日授权日时间间隔	剩余有效期	是否有优先权	权项数	发明人数	申请人数	专利权人规模	申请人类型
CN201520624297.9	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.142857143	0	0.008196721	0.037037037	0	0	1
CN201610443896.X	0	0.01147541	0.021505376	0	0.25	0.333333333	0	1	1	0	0	0	0	0	0	0	0	0	0.166666667	0.2	0.928571429	0	0.012295082	0.074074074	0	0	1
CN201380058511.2	0	0.16557377	0	0	0	0	0	1	1	0.466666667	0.2	0.4	0.4375	0.571428571	1	1	1	0.222222222	0.333333333	0.4	0.714285714	1	0.139344262	0.148148148	0	0	1
CN201380066813.4	0	0.124590164	0	0	0	0	0	1	1	0.133333333	0.2	0.4	0.40625	0.595238095	1	1	1	0.222222222	0.333333333	0.4	0.714285714	1	0.069672131	0.222222222	0.333333333	0.333333333	1
CN201380038057.4	0	0.037704918	0	0	0.166666667	0	0.166666667	1	1	0	0	0	0.34375	0.452380952	1	1	1	0.222222222	0.416666667	0.6	0.714285714	1	0.086065574	0.259259259	0.333333333	0.333333333	1
CN201380060281.3	0	0.239344262	1	0	0.083333333	0	0.083333333	1	1	0.066666667	0	0	0.140625	0.19047619	1	1	1	0.222222222	0.333333333	0.4	0.714285714	1	0.106557377	0.074074074	0	0	1
CN201380037400.3	0	0.386885246	0	0	0.166666667	0.111111111	0.083333333	1	1	0.2	0.2	0.4	0.125	0.19047619	1	1	1	0.222222222	0.416666667	0.6	0.714285714	1	0.069672131	0.592592593	0	0	1
CN201480005211.2	0	0.026229508	0	0	0.416666667	0.333333333	0.166666667	1	1	0.066666667	0	0	0.09375	0.142857143	1	1	1	0.222222222	0.25	0.4	0.785714286	1	0.06147541	0.111111111	0	0	1
CN201380047390.1	0	0.449180328	0	0.125	0.5	0	0.5	1	1	0.2	0.2	0.4	0.109375	0.166666667	1	1	1	0.222222222	0.25	0.2	0.714285714	1	0.077868852	1	0	0	1
CN201480008046.6	0	0.055737705	0.172043011	0	0.416666667	0.111111111	0.333333333	1	1	0.333333333	0.2	0.6	0.09375	0.142857143	1	0	1	0.222222222	0.333333333	0.4	0.785714286	1	0.176229508	0.037037037	0	0	1
CN201510007701.2	0	0.026229508	0	0.25	0.333333333	0.444444444	0	1	1	0.733333333	1	1	0	0	0	0	0	0	0.25	0.6	0.857142857	0	0.040983607	0.074074074	0	0	0.6
CN201410404811.8	0	0.027868852	0	0	0.5	0.444444444	0.166666667	1	1	0.133333333	0	0	0	0	0	0	0	0.111111111	0.166666667	0.2	0.785714286	0	0.036885246	0.074074074	0	0	0.6
CN201410414169.1	0	0.009836066	0.010752688	0.125	0.583333333	0.555555556	0.166666667	1	1	0	0	0	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.012295082	0.111111111	0	0	1
CN201410406411.0	0	0.029508197	0	0	0.583333333	0.444444444	0.25	1	1	0.133333333	0	0	0	0	0	0	0	0.111111111	0.166666667	0.2	0.785714286	0	0.036885246	0.074074074	0	0	0.6
CN201410405730.X	0	0.027868852	0	0	0.5	0.555555556	0.083333333	1	1	0.066666667	0	0	0	0	0	0	0	0.111111111	0.166666667	0.2	0.785714286	0	0.036885246	0.074074074	0	0	0.6
CN201520580555.8	0	0.013114754	0.053763441	0	0	0	0	0.5	0	0.133333333	0.2	0.2	0	0	0	0	0	0	0	0	0.142857143	0	0.040983607	0	0	0	0.6
CN201510252470.1	0	0.009836066	0	0.125	0.416666667	0.555555556	0	1	1	0.133333333	0	0	0	0	0	0	0	0	0.25	0.6	0.857142857	0	0.024590164	0	0	0	0.6
CN201510158154.8	0	0.050819672	0.150537634	0	0.416666667	0.333333333	0.166666667	1	1	0.133333333	0.4	0.4	0.0625	0.071428571	0	0	1	0.555555556	0.5	0.4	0.5	1	0.225409836	0.074074074	0	0	1
CN201510031516.7	0	0.073770492	0.161290323	0.25	0.25	0.111111111	0.166666667	1	1	0.266666667	0.4	0.6	0	0	0	0	0	0	0.333333333	0.6	0.857142857	0	0.049180328	0.222222222	0	0	1
CN201380022620.9	0	0.31147541	0	0	0.333333333	0	0.333333333	1	1	0.8	0.2	0.6	0.65625	0.761904762	0	0	1	0.222222222	0.333333333	0.2	0.714285714	1	0.725409836	0.407407407	0.333333333	0.333333333	1
CN201510473903.6	0	0.649180328	0	0	0.166666667	0	0.166666667	1	1	0.933333333	0.2	0.4	0.609375	0.738095238	0	0	1	0.444444444	0.5	0.4	0.642857143	1	0.073770492	0.333333333	0	0	1
CN201380042178.6	0	0.178688525	0	0	0.333333333	0	0.333333333	1	1	0.6	0.2	0.4	0.515625	0.666666667	0	0	1	0.222222222	0.333333333	0.6	0.714285714	1	0.131147541	0.037037037	0	0	1
CN201380030259.4	0	0.206557377	0	0.125	0.25	0.111111111	0.166666667	1	1	0.733333333	0.2	0.4	0.515625	0.619047619	0	0	1	0.222222222	0.333333333	0.4	0.714285714	1	0.12295082	0.037037037	0	0	1
CN201510246787.4	0	0.163934426	0.107526882	0	0.333333333	0.111111111	0.25	1	1	0.333333333	0.2	0.4	0.515625	0.380952381	0	0	1	0.555555556	0.666666667	0.6	0.5	1	0.12295082	0.333333333	0	0	1
CN201480013969.0	0	0.049180328	0.053763441	0	0	0	0	1	1	0.2	0.2	0.4	0.5	0.738095238	0	0	1	0.222222222	0.333333333	0.4	0.785714286	1	0.081967213	0.148148148	0	0	1
CN201380058460.3	0	0.404918033	0	0	0	0	0	1	1	0.933333333	0.2	0.4	0.484375	0.69047619	0	0	1	0.222222222	0.416666667	0.6	0.714285714	1	0.143442623	0.333333333	0	0	1
CN201380046810.4	0	0.167213115	0	0.25	0.666666667	0.444444444	0.333333333	1	1	0.333333333	0.2	0.4	0.359375	0.476190476	0	0	1	0.222222222	0.333333333	0.4	0.714285714	1	0.200819672	0.037037037	0	0	1
CN201480011750.7	0	0.154098361	0	0.25	0.25	0	0.25	1	1	0.933333333	0	0.2	0.328125	0.380952381	0	0	1	0.222222222	0.333333333	0.6	0.785714286	1	0.135245902	0.074074074	0	0	1
CN201380061329.2	0	0.059016393	0.096774194	0	0.333333333	0	0.333333333	1	1	0	0	0	0.328125	0.333333333	0	0	1	0.222222222	0.416666667	0.6	0.714285714	1	0.700819672	0.111111111	0.333333333	0.333333333	1
CN201510222295.1	0	0.055737705	0.204301075	0	0	0	0	1	1	0.133333333	0	0.2	0.3125	0.452380952	0	0	1	0.666666667	0.75	0.6	0.428571429	1	0.045081967	0.074074074	0	0	1
CN201480013807.7	0	0.024590164	0.053763441	0	0	0	0	1	1	0	0	0	0.296875	0.452380952	0	0	1	0.222222222	0.333333333	0.4	0.785714286	1	0.057377049	0.074074074	0	0	1
CN201380020145.1	0	0.591803279	0.301075269	0.625	0.5	0.111111111	0.416666667	1	1	0.2	0	0.2	0.296875	0.333333333	0	0	1	0.222222222	0.416666667	0.6	0.714285714	1	0.786885246	0.222222222	0.333333333	0.333333333	1
CN201380037994.8	0	0.045901639	0	0	0.416666667	0.222222222	0.25	1	1	0	0	0	0.28125	0.428571429	0	0	1	0.222222222	0.25	0.2	0.714285714	1	0.06147541	0.148148148	0.333333333	0.333333333	1
CN201510024397.2	0	0.173770492	0.247311828	0.75	0.083333333	0	0.083333333	1	1	0.2	0.2	0.4	0.265625	0.19047619	0	0	1	0.555555556	0.583333333	0.4	0.5	1	0.176229508	0.185185185	0.333333333	0.333333333	1
CN201380021717.8	0	0.104918033	0	0	0.166666667	0	0.166666667	1	1	0.133333333	0	0	0.25	0.380952381	0	0	1	0.222222222	0.333333333	0.4	0.714285714	1	0.110655738	0.148148148	0	0	1
CN201410659089.2	0	0.055737705	0	0.125	0.333333333	0.333333333	0.083333333	1	1	0.266666667	0	0.2	0.21875	0.285714286	0	0	1	0.555555556	0.583333333	0.4	0.5	1	0.053278689	0.037037037	0	0	1
CN201380057164.1	0	0.131147541	0.043010753	0.25	0.083333333	0	0.083333333	1	1	0.2	0.2	0.4	0.21875	0.261904762	0	0	1	0.222222222	0.416666667	0.6	0.714285714	1	0.090163934	0.074074074	0	0	1
CN201380051033.2	0	0.045901639	0.11827957	0	0.583333333	0	0.583333333	1	1	0	0	0	0.21875	0.261904762	0	0	1	0.222222222	0.416666667	0.6	0.714285714	1	0.143442623	0.037037037	0.333333333	0.333333333	1
CN201380069324.4	0	0.019672131	0.032258065	0	0	0	0	1	1	0.133333333	0.2	0.4	0.203125	0.261904762	0	0	1	0.222222222	0.333333333	0.4	0.714285714	1	0.06557377	0.037037037	0	0	1
CN201380051518.1	0	0.154098361	0	0	0	0	0	1	1	0.466666667	0.2	0.4	0.1875	0.285714286	0	0	1	0.222222222	0.416666667	0.6	0.714285714	1	0.118852459	0.333333333	0.333333333	0.333333333	1
CN201380059204.6	0	0.036065574	0.010752688	0.25	0.166666667	0.111111111	0.083333333	1	1	0.066666667	0	0	0.171875	0.261904762	0	0	1	0.222222222	0.333333333	0.4	0.714285714	1	0.151639344	0.074074074	0.333333333	0.333333333	1
CN201480006648.8	0	0	0	0.5	0.75	0.777777778	0.166666667	1	1	0.266666667	0.4	0.6	0.171875	0.214285714	0	0	0	0.111111111	0.333333333	0.6	0.785714286	1	0.004098361	0.111111111	0	0	1
CN201380061725.5	0	0.067213115	0	0	0	0	0	1	1	0.133333333	0.2	0.4	0.15625	0.238095238	0	0	1	0.222222222	0.25	0.2	0.714285714	1	0.069672131	0.185185185	0.333333333	0.333333333	1
CN201380063443.9	0	0.170491803	0	0.125	0.083333333	0	0.083333333	1	1	0.066666667	0.2	0.2	0.15625	0.19047619	0	0	1	0.222222222	0.416666667	0.6	0.714285714	1	0.12704918	0.111111111	0	0	1
CN201380031739.2	0	0.309836066	0	0	0.25	0.111111111	0.166666667	1	1	0.2	0.2	0.4	0.140625	0.214285714	0	0	1	0.222222222	0.416666667	0.6	0.714285714	1	0.176229508	0.037037037	0	0	1
CN201380030078.1	0	0.209836066	0	0	0.083333333	0.111111111	0	1	1	0.2	0.2	0.2	0.140625	0.119047619	0	0	1	0.222222222	0.333333333	0.4	0.714285714	1	0.106557377	0.037037037	0	0	1
CN201380037284.5	0	0.154098361	0	0.5	0.416666667	0	0.416666667	1	1	0.133333333	0.2	0.4	0.125	0.19047619	0	0	1	0.222222222	0.25	0.4	0.714285714	1	0.073770492	0.444444444	0	0	1
CN201380022245.8	0	0.106557377	0	0	0.416666667	0	0.416666667	1	1	0.333333333	0.2	0.6	0.109375	0.142857143	0	0	1	0.222222222	0.333333333	0.4	0.714285714	1	0.110655738	0.037037037	0	0	1
CN201380028465.1	0	0.167213115	0	0	0.5	0.333333333	0.25	1	1	0.466666667	0.2	0.6	0.09375	0.142857143	0	0	1	0.222222222	0.333333333	0.4	0.714285714	1	0.106557377	0.037037037	0	0	1
CN201510348307.5	0	0.018032787	0.021505376	1	0.166666667	0.222222222	0	1	1	0.066666667	0	0	0.078125	0.119047619	0	0	0	0	0.083333333	0.2	0.857142857	0	0.049180328	0.185185185	0	0	1
CN201510348311.1	0	0.014754098	0	1	0.166666667	0.222222222	0	1	1	0	0	0	0.078125	0.119047619	0	0	0	0	0.083333333	0.2	0.857142857	0	0.06557377	0.185185185	0	0	1
CN201380063361.4	0	0.024590164	0	0.25	0.666666667	0.555555556	0.25	1	1	0.133333333	0.2	0.4	0.078125	0.119047619	0	0	1	0.222222222	0.25	0.4	0.714285714	1	0.057377049	0.148148148	0	0	1
CN201380022361.X	0	0.031147541	0.053763441	0	0	0	0	1	1	0.333333333	0.2	0.4	0.078125	0.119047619	0	0	1	0.222222222	0.333333333	0.4	0.714285714	1	0.069672131	0	0	0	1
CN201380032597.1	0	0.083606557	0.064516129	0	0	0	0	1	1	0.2	0	0.2	0.078125	0.119047619	0	0	1	0.222222222	0.333333333	0.4	0.714285714	1	0.053278689	0.222222222	0	0	1
CN201380072515.6	0	0.026229508	0	0	0.583333333	0	0.583333333	1	1	0.066666667	0	0	0.078125	0.119047619	0	0	1	0.222222222	0.333333333	0.6	0.714285714	1	0.053278689	0.074074074	0	0	1
CN201380018643.2	0	0	0	0.25	0.166666667	0.111111111	0.083333333	1	1	0.533333333	0.4	0.6	0.078125	0.071428571	0	0	0	0.222222222	0.333333333	0.6	0.714285714	1	0.004098361	0	0	0	1
CN201310576837.6	0	0.119672131	0	0	0.166666667	0.111111111	0.083333333	1	1	0.2	0.2	0.4	0.0625	0.095238095	0	0	0	0.222222222	0.166666667	0.2	0.714285714	0	0.057377049	0.259259259	0	0	1
CN201380045575.9	0	0.03442623	0.010752688	0	0.416666667	0.333333333	0.166666667	1	1	0.066666667	0	0	0.0625	0.095238095	0	0	1	0.222222222	0.416666667	0.6	0.714285714	1	0.225409836	0.037037037	0	0	1
CN201480025322.X	0	0.032786885	0.064516129	0	0.75	0.111111111	0.666666667	1	1	0.266666667	0	0.2	0.0625	0.095238095	0	0	1	0.222222222	0.333333333	0.4	0.785714286	1	0.069672131	0	0	0	1
CN201480009452.4	0	0.060655738	0	0	0.166666667	0	0.166666667	1	1	0.2	0.2	0.4	0.0625	0.095238095	0	0	1	0.222222222	0.333333333	0.4	0.785714286	1	0.286885246	0.185185185	0	0	1
CN201410498228.8	0	0.037704918	0	0	0.416666667	0.444444444	0.083333333	1	1	0.466666667	0	0.2	0.046875	0.071428571	0	0	0	0.111111111	0.25	0.4	0.785714286	0	0.040983607	0.074074074	0	0	1
CN201510654835.3	0	0.024590164	0	0.375	0.666666667	0.444444444	0.333333333	1	1	0.2	0	0	0.03125	0.047619048	0	0	0	0	0.166666667	0.4	0.857142857	0	0.073770492	0.296296296	0.333333333	0.333333333	1
CN201410531089.4	0	0.016393443	0.032258065	0	0.25	0.222222222	0.083333333	1	1	0	0	0	0	0	0	0	0	0	0.083333333	0.2	0.785714286	0	0.016393443	0.111111111	0	0	1
CN201410468402.4	0	0.008196721	0	0	0	0	0	1	1	0.066666667	0	0	0	0	0	0	0	0	0.25	0.4	0.785714286	0	0.020491803	0.148148148	0	0	0.8
CN201410628745.2	0	0.014754098	0.021505376	0	0	0	0	1	1	0.066666667	0.2	0.2	0	0	0	0	0	0	0.166666667	0.2	0.785714286	0	0.016393443	0.111111111	0	0	0.8
CN201510028426.2	0	0.006557377	0	0	0.416666667	0.444444444	0.083333333	1	1	0.066666667	0	0	0	0	0	0	0	0	0.166666667	0.4	0.857142857	0	0.016393443	0.148148148	0	0	1
CN201410578253.7	0	0.009836066	0	0.25	0.083333333	0.111111111	0	1	1	0.133333333	0	0	0	0	0	0	0	0	0.166666667	0.2	0.785714286	0	0.016393443	0.148148148	0	0	1
CN201520506747.4	0	0.024590164	0.021505376	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0	0	0	0.142857143	0	0.032786885	0.37037037	0	0	1
CN201410817323.X	0	0.016393443	0.021505376	0.125	0.25	0.222222222	0.083333333	1	1	0	0	0	0	0	0	0	0	0	0.166666667	0.2	0.785714286	0	0.036885246	0.148148148	0.333333333	0.333333333	1
CN201510410777.X	0	0.026229508	0.021505376	0	0.416666667	0.333333333	0.166666667	1	1	0.2	0.2	0.2	0	0	0	0	0	0	0.166666667	0.2	0.857142857	0	0.032786885	0.37037037	0	0	1
CN201510393024.2	0	0.018032787	0.032258065	0	0.416666667	0.444444444	0.083333333	1	1	0.133333333	0	0	0	0	0	0	0	0	0.083333333	0	0.857142857	0	0.040983607	0.148148148	0	0	1
CN201510357420.X	0	0.008196721	0	0.25	0.166666667	0.222222222	0	1	1	0	0	0	0	0	0	0	0	0	0.083333333	0.2	0.857142857	0	0.036885246	0.074074074	0	0	1
CN201510122406.1	0	0.03442623	0.193548387	0.5	0.25	0.222222222	0.083333333	1	1	0	0	0	0	0	0	0	0	0.111111111	0.166666667	0.4	0.857142857	1	0.040983607	0.037037037	0.333333333	0.333333333	1
CN201520472163.X	0	0.018032787	0.043010753	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0	0	0	0.142857143	0	0.028688525	0.037037037	0	0	1
CN201410470085.X	0	0.018032787	0.043010753	0	0	0	0	1	1	0.2	0	0.2	0	0	0	0	0	0.111111111	0.25	0.4	0.785714286	0	0.028688525	0.185185185	0	0	0.8
CN201410840801.9	0	0.018032787	0	0	0	0	0	1	1	0.2	0	0.2	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.040983607	0	0	0	1
CN201510073032.9	0	0.014754098	0	0.25	0.333333333	0.444444444	0	1	1	0.266666667	0	0.2	0	0	0	0	0	0	0.083333333	0.2	0.857142857	0	0.012295082	0.296296296	0	0	1
CN201420817345.1	0	0.013114754	0.043010753	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.028688525	0	0	0	0.8
CN201420784615.3	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.020491803	0.037037037	0	0	1
CN201310334478.3	0	0.02295082	0.075268817	0	0	0	0	1	1	0.133333333	0	0.2	0	0	0	0	0	0.222222222	0.416666667	0.6	0.714285714	0	0.040983607	0.259259259	0	0	0.8
CN201410577370.1	0	0.013114754	0.010752688	0.125	0.166666667	0.222222222	0	1	1	0	0	0	0	0	0	0	0	0	0.166666667	0.2	0.785714286	0	0.040983607	0.074074074	0	0	1
CN201410406387.0	0	0.027868852	0	0	0.416666667	0.444444444	0.083333333	1	1	0	0	0	0	0	0	0	0	0.111111111	0.166666667	0.2	0.785714286	0	0.036885246	0.074074074	0	0	0.6
CN201510384289.6	0	0.019672131	0.043010753	0	0.666666667	0.888888889	0	1	1	0.466666667	0.4	1	0	0	0	0	0	0	0.166666667	0.4	0.857142857	0	0.028688525	0.074074074	0	0	1
CN201510409868.1	0	0.014754098	0	0	0.333333333	0.444444444	0	1	1	0.2	0	0.4	0	0	0	0	0	0	0.25	0.6	0.857142857	0	0.040983607	0.074074074	0	0	1
CN201520384970.6	0	0.008196721	0.043010753	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.142857143	0	0.036885246	0.148148148	0	0	1
CN201510255711.8	0	0.016393443	0.043010753	0.25	0.25	0.333333333	0	1	1	0.066666667	0.2	0.2	0	0	0	0	0	0	0.083333333	0	0.857142857	0	0.040983607	0.185185185	0.333333333	0.333333333	1
CN201520634366.4	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0.066666667	0	0.2	0	0	0	0	0	0	0	0	0.142857143	0	0.020491803	0.148148148	0	0	1
CN201520506670.0	0	0.016393443	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.142857143	0	0.016393443	0.37037037	0	0	1
CN201510140553.1	0	0.009836066	0	0	0	0	0	1	1	0.066666667	0	0.2	0	0	0	0	0	0	0.25	0.6	0.857142857	0	0.032786885	0.037037037	0	0	1
CN201520471981.8	0	0.018032787	0.053763441	0	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0	0	0	0	0.142857143	0	0.028688525	0.037037037	0	0	1
CN201510159007.2	0	0.024590164	0.010752688	0	0.416666667	0.333333333	0.166666667	1	1	0	0	0	0	0	0	0	0	0	0.166666667	0.4	0.857142857	0	0.012295082	0.148148148	0	0	0.8
CN201410015201.9	0	0.009836066	0	0	0	0	0	1	1	0.066666667	0	0	0	0	0	0	0	0.111111111	0.333333333	0.6	0.785714286	0	0.020491803	0.111111111	0	0	1
CN201510079028.3	0	0.03442623	0.064516129	0	0.333333333	0.222222222	0.166666667	1	1	0.2	0	0.2	0	0	0	0	0	0	0.25	0.4	0.857142857	0	0.077868852	0.074074074	0.333333333	0.333333333	1
CN201510094737.9	0	0.014754098	0.010752688	0	0.333333333	0.333333333	0.083333333	1	1	0	0	0	0	0	0	0	0	0	0.166666667	0.4	0.857142857	0	0.016393443	0.148148148	0	0	1
CN201510074639.9	0	0.01147541	0	0.25	0.333333333	0.444444444	0	1	1	0.2	0	0	0	0	0	0	0	0	0.083333333	0.2	0.857142857	0	0.024590164	0.222222222	0	0	1
CN201410815193.6	0	0.009836066	0	0.5	0.166666667	0.222222222	0	1	1	0.4	0	0.2	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.008196721	0	0	0	1
CN201510073120.9	0	0.013114754	0	0	0.25	0.333333333	0	1	1	0.2	0	0.2	0	0	0	0	0	0	0.083333333	0.2	0.857142857	0	0.012295082	0.296296296	0	0	1
CN201410811497.5	0	0.013114754	0	0.5	0.166666667	0.222222222	0	1	1	0.666666667	0	0.2	0	0	0	0	0	0	0.25	0.4	0.785714286	0	0.032786885	0.037037037	0	0	1
CN201410802063.9	0	0.013114754	0.032258065	0.125	0.416666667	0.444444444	0.083333333	1	1	0.466666667	0.2	0.6	0	0	0	0	0	0	0.166666667	0.2	0.785714286	0	0.040983607	0.111111111	0	0	0.8
CN201510024253.7	0	0.008196721	0	0.125	0.333333333	0.222222222	0.166666667	1	1	0.066666667	0.2	0.2	0	0	0	0	0	0	0.25	0.4	0.857142857	0	0.004098361	0.148148148	0	0	1
CN201410701733.8	0	0.009836066	0	0.25	0.25	0.222222222	0.083333333	1	1	0	0	0	0	0	0	0	0	0	0.083333333	0.2	0.785714286	0	0.008196721	0.037037037	0	0	1
CN201410796447.4	0	0.024590164	0.043010753	0	0.416666667	0.333333333	0.166666667	1	1	0.266666667	0	0.2	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.040983607	0	0	0	1
CN201410789834.5	0	0.027868852	0.010752688	0.375	0.333333333	0.222222222	0.166666667	1	1	0.2	0.2	0.6	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.040983607	0.037037037	0	0	1
CN201420826415.X	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.071428571	0	0.032786885	0	0	0	1
CN201410604455.4	0	0.014754098	0	0.25	0.25	0.222222222	0.083333333	1	1	0	0	0	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.040983607	0.185185185	0	0	1
CN201420784677.4	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.071428571	0	0.020491803	0.074074074	0	0	1
CN201420840139.2	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.020491803	0	0	0	1
CN201410707565.3	0	0.019672131	0.032258065	0.75	0.583333333	0.555555556	0.166666667	1	1	0.133333333	0.2	0.2	0	0	0	0	0	0	0.25	0.6	0.785714286	0	0.040983607	0.111111111	0	0	1
CN201410756067.8	0	0.02295082	0	0.25	0.583333333	0.777777778	0	1	1	0	0	0	0	0	0	0	0	0	0.25	0.4	0.785714286	0	0.024590164	0	0	0	1
CN201410576562.0	0	0.01147541	0.021505376	0	0.333333333	0.444444444	0	1	1	0.333333333	0	0.2	0	0	0	0	0	0	0.166666667	0.2	0.785714286	0	0.024590164	0.259259259	0	0	0.8
CN201420702605.0	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.020491803	0	0	0	1
CN201420667704.X	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.012295082	0.111111111	0	0	1
CN201410473800.5	0	0.008196721	0	0.625	0.166666667	0.111111111	0.083333333	1	1	0.266666667	0.2	0.4	0	0	0	0	0	0	0.25	0.4	0.785714286	0	0.012295082	0	0	0	1
CN201510634074.5	0	0.013114754	0.032258065	0.875	0.333333333	0.222222222	0.166666667	1	1	0.133333333	0.2	0.4	0	0	0	0	0	0	0.166666667	0.4	0.857142857	0	0.024590164	0.037037037	0	0	0.8
CN201510631133.3	0	0.013114754	0.032258065	0.25	0.083333333	0.111111111	0	1	1	0.4	0.2	0.6	0	0	0	0	0	0	0.25	0.6	0.857142857	0	0.020491803	0.037037037	0	0	0.8
CN201510598064.0	0	0.021311475	0	0.625	0.5	0.444444444	0.166666667	1	1	0.066666667	0	0	0	0	0	0	0	0	0.166666667	0.4	0.857142857	0	0.049180328	0.111111111	0	0	1
CN201420514629.3	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.008196721	0.074074074	0	0	1
CN201510439713.2	0	0.008196721	0	0.125	0.166666667	0.222222222	0	1	1	0	0	0	0	0	0	0	0	0	0.166666667	0.2	0.857142857	0	0.040983607	0.111111111	0	0	1
CN201410468192.9	0	0.016393443	0.043010753	0.125	0.25	0.333333333	0	1	1	0.133333333	0	0.2	0	0	0	0	0	0.111111111	0.333333333	0.6	0.785714286	0	0.016393443	0.185185185	0	0	0.8
CN201430457319.8	0	0.037704918	0.258064516	0	0	0	0	0.5	0	0	0	0	0	0	0	0	1	0.111111111	0.083333333	0	0.071428571	1	0	0	0	0	1
CN201430351098.6	0	0.001639344	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.071428571	0	0	0.111111111	0	0	1
CN201430349228.2	0	0.001639344	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.071428571	0	0	0.111111111	0	0	1
CN201430349226.3	0	0.001639344	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.071428571	0	0	0.111111111	0	0	1
CN201510395219.0	0	0.016393443	0	0	0.083333333	0.111111111	0	1	1	0.2	0	0.2	0	0	0	0	0	0	0.166666667	0.2	0.857142857	0	0.040983607	0	0	0	1
CN201510324553.7	0	0.01147541	0	0	0.333333333	0.444444444	0	1	1	0.133333333	0	0	0	0	0	0	0	0	0.25	0.6	0.857142857	0	0.024590164	0.185185185	0	0	1
CN201510412640.8	0	0.013114754	0	0	0.25	0.333333333	0	1	1	0.333333333	0	0.2	0	0	0	0	0	0	0.166666667	0.4	0.857142857	0	0.040983607	0.148148148	0	0	1
CN201510384263.1	0	0.018032787	0.043010753	0.375	0.416666667	0.555555556	0	1	1	0.2	0	0	0	0	0	0	0	0	0.166666667	0.4	0.857142857	0	0.028688525	0.037037037	0	0	1
CN201510290689.0	0	0.006557377	0	0.375	0.666666667	0.666666667	0.166666667	1	1	0.066666667	0.2	0.2	0	0	0	0	0	0	0.083333333	0.2	0.857142857	0	0.028688525	0	0	0	1
CN201510313438.X	0	0.047540984	0.129032258	0.125	0.75	0.888888889	0.083333333	1	1	0	0	0	0	0	0	0	0	0	0.25	0.6	0.857142857	0	0.036885246	0.222222222	0.333333333	0.333333333	1
CN201520634330.6	0	0.006557377	0.032258065	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0	0	0	0.142857143	0	0.020491803	0.148148148	0	0	1
CN201520507127.2	0	0.018032787	0.021505376	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0	0	0	0.142857143	0	0.016393443	0.333333333	0	0	1
CN201520659091.X	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.066666667	0.2	0.2	0	0	0	0	0	0	0	0	0.142857143	0	0.024590164	0.148148148	0	0	1
CN201520454093.5	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.142857143	0	0.012295082	0.111111111	0	0	1
CN201510384166.2	0	0.016393443	0.053763441	0.375	0.416666667	0.555555556	0	1	1	0.2	0	0	0	0	0	0	0	0	0.166666667	0.4	0.857142857	0	0.028688525	0.037037037	0	0	1
